id,date,title,originator,source,documentType,classification,category,evidenceRole,warQuestion,summary,repository,citation,sourceNote,url,scanUrl,ocrUrl,status,tags
frus-supp-356,1962-10-22,Notes from JCS Meeting on MRBM Sites and U.S. Responses to a Missile Attack,Joint Chiefs of Staff,FRUS Microfiche Supplement,JCS meeting notes,Secret,U.S. attack or invasion option,Shows JCS thinking on what to do if missiles in Cuba were fired,What responses did the Joint Chiefs consider if Cuban-based missiles struck the United States?,An official microfiche listing for JCS notes covering DIA briefing on MRBM sites in Cuba and U.S. responses to a missile attack.,"DOD, Office of the Chairman of the Joint Chiefs of Staff, Office of Joint History","Notes from transcripts of JCS meetings, October 22, 1962.","Listed as document 356 in FRUS 1961-1963, Volumes X/XI/XII, Microfiche Supplement.",https://history.state.gov/historicaldocuments/frus1961-63v10-12mSupp,,,archival-listing,JCS; MRBM; missile attack; DIA
nsa-1962-10-20-cinclant-occupation,1962-10-20,CINCLANT Military Government Proclamation No. 1,"Commander in Chief, U.S. Atlantic Command",National Security Archive,Military occupation proclamation,Top Secret,U.S. attack or invasion option,Shows that U.S. invasion planning included military occupation of Cuba,What would have followed a U.S. invasion after air strikes?,"A declassified proclamation for military occupation of Cuba, useful for showing that the invasion path was not a vague option but an administratively planned occupation.",National Security Archive @60 release,"CINCLANT, Military Government Proclamation No. 1, October 20, 1962.",Posted by the National Security Archive in the Cuban Missile Crisis at 60 sourcebook.,https://nsarchive.gwu.edu/document/29183-oct-20-us-planned-military-occupation-cuba,https://nsarchive.gwu.edu/sites/default/files/2022-10/Cinclant-Proclamation-for-Military-Occupation-of-Cuba-1962.pdf,https://nsarchive.gwu.edu/media/29183/ocr,digitized scan/OCR,CINCLANT; occupation; invasion; military government
nsa-1962-10-27-jcs-notes,1962-10-27,"Notes Taken from Transcripts of Meetings of the Joint Chiefs of Staff, October-November 1962",Joint Chiefs of Staff,National Security Archive,JCS notes,Secret,Black Saturday flashpoint,Shows JCS thinking during the U-2 shootdown and attack/invasion pressure,How did the Joint Chiefs interpret the crisis at the moment Kennedy was resisting retaliation?,"The October 27 JCS notes capture military reactions during Black Saturday, including discussion after the U-2 shootdown and the pressure for possible military action.","DOD / Joint Chiefs records, posted by National Security Archive","Notes Taken from Transcripts of Meetings of the Joint Chiefs of Staff, October-November 1962, notes for October 27, 1962.",Posted by the National Security Archive in the Cuban Missile Crisis at 60 sourcebook.,https://nsarchive.gwu.edu/document/29345-oct-27-joint-chiefs-notes-cuban-missile-crisis-oct-27-62,https://nsarchive.gwu.edu/sites/default/files/2022-10/Joint-Chiefs-notes-Cuban-Missile-Crisis-Oct-27-62.pdf,https://nsarchive.gwu.edu/media/29345/ocr,digitized scan/OCR,JCS; Black Saturday; U-2 shootdown; retaliation
soviet-1962-05-24-deployment-plan,1962-05-24,Memorandum from Malinovsky and Zakharov on Deployment of Soviet Forces to Cuba,Rodion Malinovsky and Matvei Zakharov,Soviet/Cuban release,Soviet deployment plan,Top Secret,Nuclear custody and release,"Shows the Soviet force package sent to Cuba, including nuclear-capable systems",What Soviet nuclear and conventional forces were in or planned for Cuba before the crisis?,"A core Soviet planning document for Operation Anadyr, identifying the force package that made a U.S. invasion of Cuba a nuclear-risk event.",Russian/Soviet document posted by National Security Archive,"Malinovsky and Zakharov memorandum on deployment of Soviet forces to Cuba, May 24, 1962.",Posted by the National Security Archive in the Cuban Missile Crisis at 60 sourcebook.,https://nsarchive.gwu.edu/document/CMC-60/soviet-deployment-plan-cuba-1962,https://nsarchive.gwu.edu/sites/default/files/2022-10/Soviet-deployment-plan-for-Cuba-1962.pdf,https://nsarchive.gwu.edu/media/29093/ocr,digitized scan/OCR,Operation Anadyr; Soviet forces; nuclear weapons; Malinovsky
soviet-1962-09-08-tactical-nuclear-authority,1962-09-08,Directive to the Commander of Soviet Forces in Cuba on Transfer of Il-28s and Luna Missiles and Authority on Use of Tactical Nuclear Weapons,Soviet Ministry of Defense / Malinovsky,Soviet/Cuban release,Draft directive,Top Secret,Nuclear custody and release,Direct evidence of contemplated local authority over tactical nuclear weapons,Could Soviet commanders in Cuba have used tactical nuclear weapons against a U.S. invasion?,"A draft Soviet directive on Luna missiles, Il-28s, and tactical nuclear use authority. It is essential for evaluating whether invasion could have triggered battlefield nuclear use in Cuba.",Soviet document posted by National Security Archive,"Directive to the Commander of Soviet Forces in Cuba on transfer of Il-28s and Luna missiles and authority on use of tactical nuclear weapons, September 8, 1962.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/620908%20Memorandum%20from%20Malinovsky.pdf,,digitized scan,tactical nuclear weapons; Luna; Il-28; Pliyev; authority
soviet-1962-09-18-naval-plans,1962-09-18,Report from Zakharov and Fokin to the Defense Council and Khrushchev on Initial Plans for Soviet Navy Activities in Operation Anadyr,Matvei Zakharov and Sergei Fokin,Soviet/Cuban release,Soviet military report,Primary-source translation,Black Saturday flashpoint,Shows Soviet naval planning connected to nuclear torpedoes and submarine operations,What Soviet naval forces and weapons could have brought nuclear use into the Atlantic confrontation?,"A Soviet naval planning record for Operation Anadyr, relevant to the submarine side of the crisis and the presence of nuclear-capable torpedoes.",Russian/Soviet document posted by National Security Archive,"Zakharov and Fokin report to the Defense Council and Khrushchev on initial plans for Soviet Navy activities in Operation Anadyr, September 18, 1962.",Posted by the National Security Archive in its Underwater Cuban Missile Crisis at 60 release.,https://nsarchive.gwu.edu/document/28908-1-report-general-zakharov-and-admiral-fokin-defense-council-and-premier-khrushchev,,,document page,Soviet submarines; nuclear torpedoes; Operation Anadyr; naval plans
soviet-1962-10-22-presidium-notes,1962-10-22,Malin/Serov Notes of the Soviet Presidium,Soviet Presidium,Soviet/Cuban release,Presidium notes,Primary-source translation,Soviet reaction estimate,Shows Soviet leadership deliberation after Kennedy's public address,How did the Soviet leadership interpret Kennedy's quarantine and military threat?,"Soviet Presidium notes from the immediate post-speech period, useful for comparing U.S. assumptions about Soviet reaction with Soviet leadership discussion.",Soviet document posted by National Security Archive,"Malin/Serov notes of the Soviet Presidium, October 22-23, 1962.",Posted by the National Security Archive in the Cuban Missile Crisis at 60 sourcebook.,https://nsarchive.gwu.edu/document/29225-oct-22-central-committee-communist-party-soviet-union-presidium-protocol-no-60,,,document page,Soviet Presidium; Khrushchev; quarantine; Soviet reaction
soviet-1962-10-22-malinovsky-order,1962-10-22,Malinovsky's Order to Pliyev,Rodion Malinovsky,Soviet/Cuban release,Military directive,Top Secret,Nuclear custody and release,Shows Soviet command instructions to forces in Cuba after Kennedy's speech,What orders governed Soviet forces in Cuba once the quarantine was announced?,"A Soviet order to Gen. Issa Pliyev, commander of Soviet forces in Cuba. It is central for the command-and-control context of Soviet forces during the crisis.",Soviet document posted by National Security Archive,"Malinovsky's Order to Pliyev, October 22, 1962.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/621022%20Malinovsky%27s%20Order%20to%20Pliyev.pdf,,digitized scan,Pliyev; Malinovsky; Soviet forces; command authority
cuba-1962-10-24-general-staff,1962-10-24,Important Aspects from Military Chiefs' Reports to Fidel Castro,Cuban General Staff / Fidel Castro meeting,Soviet/Cuban release,Cuban military meeting record,Primary-source scan,Nuclear custody and release,Shows Cuban military posture and coordination with Soviet forces during the crisis,What was the Cuban command picture as U.S. attack or invasion remained possible?,A Spanish-language Cuban record of military reports to Castro on October 24. It helps reconstruct the local military situation that U.S. planners could not fully see.,Cuban document posted by National Security Archive,Aspectos importantes contenidos en los informes ofrecidos por los jefes militares reunidos el dia 24 de octubre de 1962 en el Estado Mayor General con Fidel Castro.,Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/621024%20Aspectos%20importantes.pdf,,digitized scan,Cuba; Castro; general staff; local military posture
cuba-1962-10-26-castro-khrushchev,1962-10-26,Fidel Castro's Letter to Nikita Khrushchev,Fidel Castro,Soviet/Cuban release,Leader letter,Primary-source scan,Nuclear custody and release,Shows Castro urging Soviet resolve if U.S. invasion occurred,How did Castro understand the nuclear stakes if the United States invaded Cuba?,Castro's message to Khrushchev is central to the question of whether Cuban leaders expected an invasion to become a nuclear confrontation and how they urged Moscow to respond.,Cuban document posted by National Security Archive,"Fidel Castro letter to Nikita Khrushchev, October 26, 1962.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/621026%20Castro%20Letter%20to%20Khrushchev.pdf,,digitized scan,Castro; Khrushchev; invasion; nuclear use
cia-1962-10-27-crisis-ussr-cuba,1962-10-27,The Crisis USSR/Cuba,Central Intelligence Agency,National Security Archive,CIA daily report,Primary-source scan,Black Saturday flashpoint,Intelligence snapshot on Black Saturday,What did U.S. intelligence report at the moment crisis control was weakest?,"A CIA daily report from October 27, useful for reconstructing what U.S. officials knew as the crisis combined U-2 incidents, military readiness, and diplomatic pressure.",CIA document posted by National Security Archive,"CIA daily report, The Crisis USSR/Cuba, October 27, 1962.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/621027%20The%20Crisis%20USSR-Cuba.pdf,,digitized scan,CIA; Black Saturday; intelligence; USSR/Cuba
soviet-1962-10-27-dobrynin-cable,1962-10-27,Dobrynin Report of Meeting with Robert Kennedy on the Worsening Threat,Anatoly Dobrynin,Soviet/Cuban release,Soviet diplomatic cable,Top Secret,Settlement and post-crisis weapons removal,Soviet-side record of the secret settlement channel,How did the secret Kennedy-Dobrynin channel avert the attack/invasion track?,"Dobrynin's cable reporting Robert Kennedy's October 27 meeting is a key Soviet-side account of the final settlement channel, including urgency and the secret Turkey component.",Soviet document posted by National Security Archive,"Dobrynin cable to the USSR, report of meeting with Robert Kennedy, October 27, 1962.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/621027%20Dobrynin%20Cable%20to%20USSR.pdf,,digitized scan,Dobrynin; Robert Kennedy; secret channel; Turkey
soviet-1962-10-27-no-use-without-moscow,1962-10-27,Prohibition on Use of Nuclear Weapons Without Orders from Moscow,Soviet leadership / Ministry of Defense,Soviet/Cuban release,Ciphered telegram,Top Secret,Nuclear custody and release,Direct nuclear-use control instruction during Black Saturday,Who had authority to order Soviet nuclear weapons use in Cuba at the peak of danger?,A Soviet directive prohibiting nuclear weapons use without orders from Moscow. This is one of the most important documents for command-and-control in the invasion counterfactual.,Soviet document posted by National Security Archive,"Ciphered Telegram No. 20076, Prohibition on Use of Nuclear Weapons without Orders from Moscow, October 27, 1962, 16:30.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/621027%20Ciphered%20Telegram%20No.%2020076.pdf,,digitized scan,nuclear release; Moscow authority; Pliyev; Black Saturday
soviet-1962-10-27-cpsu-pliyev,1962-10-27,CC CPSU Presidium Instructions to Pliyev in Response to His Telegram,CC CPSU Presidium,Soviet/Cuban release,Soviet directive,Top Secret,Nuclear custody and release,Shows Moscow's instructions to the Soviet commander in Cuba,How did Moscow try to control Soviet forces in Cuba as invasion fears rose?,"Presidium instructions to Gen. Pliyev, paired with the no-use directive, for reconstructing the chain of command over Soviet forces and nuclear weapons in Cuba.",Soviet document posted by National Security Archive,"CC CPSU Presidium Instructions to Pliyev in Response to His Telegram, October 27, 1962.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/621027%20CC%20CPSU%20Instructions%20to%20Pliyev.pdf,,digitized scan,Pliyev; CPSU Presidium; nuclear authority; command control
usn-1962-10-24-submarine-procedures,1962-10-24,U.S. Navy Notice on Submarine Surfacing and Identification Procedures,U.S. Navy Department,National Security Archive,Navy cable,Primary-source scan/OCR,Black Saturday flashpoint,Shows the rules U.S. forces broadcast for forcing Soviet submarines to surface,How did quarantine enforcement create a nuclear torpedo flashpoint at sea?,The U.S. notice on submarine surfacing procedures is foundational for the B-59 episode because Soviet submarine commanders may not have understood harmless signaling the way U.S. commanders intended it.,National Security Archive Underwater Cuban Missile Crisis release,"U.S. Navy Department cable forwarding State Department notice on submarine surfacing and identification procedures, October 24, 1962.",Posted by the National Security Archive in its Underwater Cuban Missile Crisis at 60 release.,https://nsarchive.gwu.edu/document/29062-2-us-navy-department-cable-cinclantflt-et-al-forwarding-state-department-notice,,,document page,submarine; surfacing procedures; quarantine; B-59
soviet-1962-12-northern-fleet-report,1962-12-01,"Northern Fleet Headquarters Report on Submarines B-4, B-36, B-59, and B-130 in Operation Anadyr",Soviet Northern Fleet Headquarters,Soviet/Cuban release,Soviet naval report,Primary-source translation,Black Saturday flashpoint,Soviet-side operational record of the submarine deployment,What happened aboard and around Soviet submarines during the quarantine?,"A Soviet Northern Fleet report on the four submarines sent to support Operation Anadyr, central for understanding the operational stress around B-59 and its nuclear torpedo.",Soviet document posted by National Security Archive,"Soviet Northern Fleet Headquarters report on the 69th Submarine Brigade in Operation Anadyr, circa December 1962.",Posted by the National Security Archive in its Underwater Cuban Missile Crisis at 60 release.,https://nsarchive.gwu.edu/document/29063-3-soviet-northern-fleet-headquarters-report-about-participation-submarines-b-4-b-36,,,document page,B-59; Soviet submarines; Operation Anadyr; nuclear torpedo
usn-1962-10-27-cinclant-sub-activity,1962-10-27,Summary of Soviet Submarine Activities in Western Atlantic to 271700Z,CINCLANT,National Security Archive,Navy cable,Primary-source scan/OCR,Black Saturday flashpoint,U.S. command view of Soviet submarine activity on Black Saturday,What did U.S. Atlantic Command believe Soviet submarines were doing as the crisis peaked?,"A CINCLANT summary of Soviet submarine activity to 1700Z on October 27, part of the operational record for the B-59 nuclear torpedo danger.",National Security Archive Underwater Cuban Missile Crisis release,"CINCLANT cable to JCS, Summary of Soviet Submarine Activities in Western Atlantic to 271700Z, October 27, 1962.",Posted by the National Security Archive in its Underwater Cuban Missile Crisis at 60 release.,https://nsarchive.gwu.edu/document/29068-11-cinclant-cable-jcs-summary-soviet-submarine-activities-western-atlantic-271700z,,,document page,CINCLANT; submarine; B-59; Black Saturday
usn-1962-10-27-sosus,1962-10-27,Appreciation of SOSUS Activity in Western Atlantic from 23001Z to 273100Z,CTG 81.1 / COMASWFORLANT,National Security Archive,Navy cable,Primary-source scan/OCR,Black Saturday flashpoint,Operational acoustic-tracking record during the submarine confrontation,How did U.S. ASW forces track Soviet submarines during the crisis?,"A task group cable on SOSUS activity, included because the anti-submarine campaign was one of the few crisis theaters where a nuclear weapon almost came under local-use pressure.",National Security Archive Underwater Cuban Missile Crisis release,"CTG 81.1 cable to CTF 81, Appreciation of SOSUS Activity in Western Atlantic from 23001Z to 273100Z, October 27, 1962.",Posted by the National Security Archive in its Underwater Cuban Missile Crisis at 60 release.,https://nsarchive.gwu.edu/document/29067-10-ctg-811-element-comsawforlant-cable-ctf-81-comaswforlant-appreciation-sosus,,,document page,SOSUS; ASW; submarine tracking; Black Saturday
soviet-2002-orlov-b59,2002-01-01,"Recollections of Vadim Orlov (USSR Submarine B-59): We Will Sink Them All, But We Will Not Disgrace Our Navy",Vadim Orlov,National Security Archive,Retrospective primary testimony,Memoir/recollection,Retrospective primary testimony,Eyewitness account of the B-59 nuclear-torpedo crisis,How close did a Soviet submarine come to firing a nuclear torpedo?,"A later eyewitness recollection by a B-59 officer. It is retrospective rather than contemporaneous, but remains primary testimony for the best-known nuclear-use near miss at sea.",National Security Archive Cuban Missile Crisis document set,"Vadim Orlov, Recollections of Vadim Orlov (USSR Submarine B-59), 2002.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set and referenced in the Underwater Cuban Missile Crisis release.,https://nsarchive.gwu.edu/document/29066-7-recollections-vadim-orlov-ussr-submarine-b-59-we-will-sink-them-all-we-will-not,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/020000%20Recollections%20of%20Vadim%20Orlov.pdf,,digitized scan and document page,B-59; Orlov; nuclear torpedo; eyewitness
usn-1962-10-asw-charts-logs,1962-10-01,Charts and Deck Logs of Anti-Submarine Warfare Operations Related to USSR Submarine B-59,U.S. Navy,National Security Archive,Charts and deck logs,Top Secret/Secret/For Official Use Only,Black Saturday flashpoint,Operational documentary packet for the B-59 encounter,What do ship logs and ASW charts show about the physical encounter with B-59?,A packet of U.S. Navy charts and deck logs documenting anti-submarine operations related to B-59. Use with the individual Underwater Crisis document pages for granular ship-by-ship evidence.,U.S. Navy records posted by National Security Archive,"U.S. Navy charts and deck logs of anti-submarine warfare operations related to USSR submarine B-59, October 1962.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/621000%20Charts-deck%20logs.pdf,,digitized packet,B-59; deck logs; ASW; quarantine
soviet-1962-10-28-khrushchev-castro,1962-10-28,Khrushchev Letter to Castro,Nikita Khrushchev,Soviet/Cuban release,Leader letter,Primary-source scan,Settlement and post-crisis weapons removal,Explains Soviet decision to accept settlement rather than continue toward war,How did Khrushchev justify stepping back from confrontation to Castro?,Khrushchev's October 28 letter to Castro defended the settlement and reflected the Soviet leader's fear that the crisis could become uncontrollable.,Soviet document posted by National Security Archive,"Nikita Khrushchev letter to Fidel Castro, October 28, 1962.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/19621028khrlet.pdf,,digitized scan,Khrushchev; Castro; settlement; October 28
cuba-1962-10-28-castro-khrushchev,1962-10-28,Castro Letter to Khrushchev,Fidel Castro,Soviet/Cuban release,Leader letter,Primary-source scan,Settlement and post-crisis weapons removal,Shows Cuban reaction to Soviet de-escalation,How did Cuba react when Moscow accepted settlement without Castro's approval?,Castro's October 28 response helps explain Cuban anger over the settlement and the continuing danger around tactical weapons and verification.,Cuban document posted by National Security Archive,"Fidel Castro letter to Nikita Khrushchev, October 28, 1962.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/19621028caslet.pdf,,digitized scan,Castro; Khrushchev; settlement; Cuban reaction
white-house-1962-10-29-post-mortem,1962-10-29,Post Mortem on Cuba,White House,National Security Archive,White House memorandum,Primary-source scan,Settlement and post-crisis weapons removal,Immediate U.S. lessons and unresolved danger after Khrushchev's withdrawal announcement,What risks and tasks did U.S. officials see after the apparent end of the crisis?,"An immediate White House post-mortem that helps identify what remained unresolved after the public settlement, including verification and remaining weapons questions.",White House document posted by National Security Archive,"White House, Post Mortem on Cuba, October 29, 1962.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/19621029mortem.pdf,,digitized scan,post-mortem; verification; settlement; White House
soviet-1962-11-05-mikoyan-cuban-leaders,1962-11-05,Memorandum of Conversation Between Anastas Mikoyan and Cuban Leaders,Anastas Mikoyan / Cuban leadership,Soviet/Cuban release,Memorandum of conversation,Top Secret,Settlement and post-crisis weapons removal,Post-crisis Soviet-Cuban discussion of tactical nuclear weapons and withdrawal issues,How were remaining Soviet tactical nuclear weapons handled after the public missile deal?,"A top-secret Soviet record of Mikoyan's November 5 conversation with Cuban leaders, important for the lingering question of tactical nuclear weapons and Cuban consent.",Soviet document posted by National Security Archive,"Memorandum of conversation between Mikoyan and Cuban leaders, November 5, 1962, evening.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/621105%20MemCon%20Mikoyan%20%28evening%29.pdf,,digitized scan,Mikoyan; Castro; tactical nuclear weapons; withdrawal
soviet-1962-11-05-malinovsky-telegrams,1962-11-05,Telegrams from Malinovsky to Pliyev,Rodion Malinovsky,Soviet/Cuban release,Soviet military telegrams,Top Secret,Settlement and post-crisis weapons removal,Orders governing Soviet forces and weapons after the settlement,How did Moscow direct Soviet forces in Cuba after deciding to remove the strategic missiles?,"Early November telegrams from Malinovsky to Pliyev, important for the transition from crisis posture to withdrawal and control of remaining weapons.",Soviet document posted by National Security Archive,"Telegrams from Malinovsky to Pliyev, circa November 5, 1962.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/621105%20Telegrams%20from%20Malinovsky.pdf,,digitized scan,Malinovsky; Pliyev; withdrawal; Soviet forces
soviet-1962-11-06-mikoyan-telegram,1962-11-06,Ciphered Telegram from Mikoyan to the CC CPSU,Anastas Mikoyan,Soviet/Cuban release,Ciphered telegram,Top Secret,Settlement and post-crisis weapons removal,Reports Soviet-Cuban negotiation over removing remaining nuclear assets,What did Moscow learn from Mikoyan about Cuban resistance to the settlement?,"Mikoyan's telegram to Moscow provides Soviet-side evidence on Cuban objections, the removal problem, and the handling of weapons after the strategic missiles were publicly withdrawn.",Soviet document posted by National Security Archive,"Ciphered Telegram from Mikoyan to CC CPSU, November 6, 1962.",Posted in the National Security Archive 40th anniversary Cuban Missile Crisis document set.,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/docs.htm,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/621106%20Ciphered%20Mikoyan%20Telegram.pdf,,digitized scan,Mikoyan; CC CPSU; tactical weapons; Cuban objections
frus-v11-d187,1962-11-16,Chairman's Talking Paper for Meeting With the President,Gen. Maxwell Taylor / Joint Chiefs of Staff,FRUS,JCS talking paper,Top Secret,Settlement and post-crisis weapons removal,Assesses residual Soviet military capability in Cuba after the crisis,What military dangers remained after the public settlement?,"Taylor's talking paper helps identify the Soviet forces and weapons still of concern after the missile withdrawal announcement, including the military implications of any renewed U.S. action.","Kennedy Library, National Security Files, Countries Series, Cuba, General","Paper prepared for the Chairman of the Joint Chiefs of Staff for a meeting with President Kennedy, November 16, 1962, FRUS, 1961-1963, vol. XI, doc. 187.",Source note in FRUS cites Kennedy Library National Security Files.,https://history.state.gov/historicaldocuments/frus1961-63v11/d187,https://nsarchive2.gwu.edu/nsa/cuba_mis_cri/19621116taylor.pdf,,official text plus scan,Taylor; JCS; post-crisis; Soviet forces
soviet-1990s-beloborodov-memoir,1990-01-01,"The War Was Averted: Soviet Nuclear Weapons in Cuba, 1962",Nikolai Beloborodov,Soviet/Cuban release,Retrospective primary testimony,Memoir,Retrospective primary testimony,Eyewitness account from the Soviet officer responsible for nuclear warheads in Cuba,Where were Soviet nuclear warheads and how were they controlled locally?,"Beloborodov's memoir is retrospective but uniquely important because he headed the Soviet nuclear arsenal in Cuba and describes warhead custody, movement, and crisis conditions.",Soviet memoir posted by National Security Archive,"Nikolai Beloborodov, The War Was Averted: Soviet Nuclear Weapons in Cuba, 1962, early 1990s.",Posted by the National Security Archive in the Cuban Missile Crisis at 60 sourcebook.,https://nsarchive.gwu.edu/CMC-60/soviet-nuclear-warhead-commander-Beloborodov-memoir,https://nsarchive.gwu.edu/sites/default/files/2022-10/Nikolai-Beloborodov-Memoir.pdf,https://nsarchive.gwu.edu/media/29086/ocr,digitized scan/OCR,Beloborodov; warheads; custody; retrospective
soviet-1962-statsenko-after-action,1962-12-01,Report of Maj. Gen. Igor Statsenko on the Actions of the 51st Missile Division,Igor Statsenko,Soviet/Cuban release,After-action report,Primary-source scan/OCR,Nuclear custody and release,Soviet missile commander account of operational status in Cuba,How ready were Soviet strategic missiles in Cuba during the crisis?,"Statsenko's after-action report from the commander of the 51st Missile Division is a core Soviet operational source on missile deployment, readiness, and crisis actions.",Soviet document posted by National Security Archive,"Maj. Gen. Igor Statsenko, report on the actions of the 51st Missile Division, 1962.",Posted by the National Security Archive in the Cuban Missile Crisis at 60 sourcebook.,https://nsarchive.gwu.edu/CMC-60/soviet-missile-commander-Statsenko-after-action-report-1962,https://nsarchive.gwu.edu/sites/default/files/2022-10/Soviet-missile-commander-Statsenko-after-action-report-1962.pdf,https://nsarchive.gwu.edu/media/29100/ocr,digitized scan/OCR,Statsenko; 51st Missile Division; missile readiness; Soviet operations
